ticker,FUND_EXPENSE_RATIO,FUND_ASSETS_USD,AVERAGE_BID_ASK_SPREAD,FUND_LEVERAGE,INVERSE_FUND_INDICATOR,ACTIVELY_MANAGED,ID_BB_ULTIMATE_PARENT_CO_NAME,FUND_ASSET_CLASS_FOCUS,FUND_STRATEGY,STYLE_ANALYSIS_REGION_FOCUS,FUND_MKT_CAP_FOCUS,FUND_TYP,FUND_STRATEGY,INDEX_WEIGHTING_METHODOLOGY,REBALANCING_FREQUENCY
CMBS,0.25,366.337616,0.229676707,N,N,N,BlackRock Inc,Fixed Income,Mortgage-Backed,#N/A N/A,#N/A N/A,ETF,Mortgage-Backed,Market Cap,Monthly
EWO,0.48,64.41999817,0.407530598,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
PSCF,0.29,136.2304535,0.509643571,N,N,N,Invesco Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Quarterly
LWC,#N/A N/A,607.5739136,#N/A N/A,N,N,N,State Street Corp,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
ROM,0.95,329.0906372,0.066529533,Y,N,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
FXB,0.4,135.7373962,0.015461584,N,N,N,Invesco Ltd,Specialty,Currency,#N/A N/A,#N/A N/A,ETF,Currency,Single Asset,Not Applicable
DIM,0.58,273.6640015,0.136127248,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Mid-cap,ETF,Blend,Dividend,Yearly
JKH,0.3,543.8327026,0.076633932,N,N,N,BlackRock Inc,Equity,Growth,North America,Mid-cap,ETF,Growth,Market Cap,Quarterly
JKJ,0.25,229.739975,0.149764088,N,N,N,BlackRock Inc,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Quarterly
ILTB,0.06,281.6927185,0.084010964,N,N,N,BlackRock Inc,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Market Cap,Monthly
FMAT,0.08,191.3552704,0.063627564,N,N,N,FMR LLC,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
PSCH,0.29,516.8562622,0.152891188,N,N,N,Invesco Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Quarterly
EXI,0.47,203.3914948,0.130290509,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
PGJ,0.7,188.1147308,0.635395243,N,N,N,Invesco Ltd,Equity,Blend,Emerging Asia,Broad Market,ETF,Blend,Market Cap,Quarterly
FRI,0.49,147.0930328,0.076210015,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
EUO,0.95,136.1123657,0.042249307,Y,Y,N,ProFunds Group,Specialty,Currency,Developed Market,#N/A N/A,ETF,Currency,Single Asset,Daily
FXN,0.63,124.3349457,0.108111432,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
PALL,0.6,192.2144775,0.405806466,N,N,N,Standard Life Aberdeen PLC,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETF,Precious Metals,Single Asset,Not Applicable
BSCN,0.1,741.9902344,0.165693153,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
PIZ,0.8,183.9910278,0.198491756,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Equal,Quarterly
KNOW,0.59,143.8930664,0.127906415,N,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Monthly
BSJL,0.42,752.1053467,0.184824232,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Not Applicable,Monthly
RJI,0.75,239.3536072,0.300449037,N,N,N,Kingdom of Sweden,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETN,Broad Based,Proprietary,Not Applicable
LTPZ,0.2,176.2267303,0.470546372,N,N,N,Allianz SE,Fixed Income,Inflation Protected,#N/A N/A,#N/A N/A,ETF,Inflation Protected,Market Cap,Monthly
IBDQ,0.1,428.0418701,0.099650412,N,N,N,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
JDST,0.95,59.90484238,0.127723343,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Daily
HYLB,0.15,2731.700928,0.023947704,N,N,N,Deutsche Bank AG,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
GAL,0.35,255.6719513,0.307098848,N,N,Y,State Street Corp,Mixed Allocation,Global Allocation,Developed Market,#N/A N/A,ETF,Global Allocation,Proprietary,Other
SMIN,0.8,304.1308594,0.442380259,N,N,N,BlackRock Inc,Equity,Blend,Emerging Market,Small-cap,ETF,Blend,Market Cap,Quarterly
IBMI,0.18,353.4986877,0.115626937,N,N,N,BlackRock Inc,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Monthly
QEMM,0.3,283.5737,0.679850508,N,N,N,State Street Corp,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Multi Factor,Daily
FGM,0.8,149.5578613,0.228247047,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Europe,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
VIOV,0.2,374.4299927,0.089553473,N,N,N,Vanguard Group Inc/The,Equity,Value,North America,Small-cap,ETF,Value,Market Cap,Quarterly
DBEM,0.65,115.0941086,0.439057251,N,N,N,Deutsche Bank AG,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Market Cap,Monthly
DXD,0.95,132.94487,0.035815853,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Price,Daily
GHYG,0.4,174.9394531,0.144394813,N,N,N,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
FLTR,0.14,529.7109375,0.048718909,N,N,N,Van Eck Associates Corp,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
PWZ,0.28,330.2905273,0.380908299,N,N,N,Invesco Ltd,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Monthly
BWZ,0.35,286.2471619,0.557599768,N,N,N,State Street Corp,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
YINN,0.95,353.171814,0.055243048,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,Emerging Asia,Large-cap,ETF,Blend,Market Cap,Daily
IBMH,0.18,270.8834839,0.095486974,N,N,N,BlackRock Inc,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Unknown
JHMM,0.45,1074.054443,0.10015512,N,N,N,Manulife Financial Corp,Equity,Blend,North America,Mid-cap,ETF,Blend,Multi Factor,Semi-Annually
MBG,0.06,218.1292572,0.114021666,N,N,N,State Street Corp,Fixed Income,Mortgage-Backed,#N/A N/A,#N/A N/A,ETF,Mortgage-Backed,Market Cap,Monthly
PUTW,0.38,231.1870575,0.338489686,N,N,N,WisdomTree Investments Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Monthly
CUT,0.55,155.2585449,0.200838753,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
PGHY,0.35,227.9766846,0.208713986,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Equal,Quarterly
PIE,0.9,162.708374,0.407049875,N,N,N,Invesco Ltd,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Equal,Quarterly
CZA,0.68,269.2703247,0.089561008,N,N,N,Invesco Ltd,Equity,Blend,North America,Mid-cap,ETF,Blend,Market Cap,Quarterly
SMLV,0.12,221.9669952,0.278570466,N,N,N,State Street Corp,Equity,Blend,North America,Small-cap,ETF,Blend,Multi Factor,Yearly
IBMG,0.18,176.8787079,#N/A N/A,N,N,N,BlackRock Inc,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Quarterly
DOO,0.58,171.1960144,0.170668775,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Dividend,Yearly
RZG,0.35,215.8083801,0.248183153,N,N,N,Invesco Ltd,Equity,Growth,North America,Small-cap,ETF,Growth,Multi Factor,Yearly
FSZ,0.8,165.1834259,0.391771253,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Europe,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
SCO,0.95,66.22392273,0.049406427,Y,Y,N,ProFunds Group,Commodity,Energy,#N/A N/A,#N/A N/A,ETF,Energy,Single Asset,Daily
DGL,0.78,146.8379211,0.27147778,N,N,N,Invesco Ltd,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETF,Precious Metals,Multi Factor,Yearly
PDN,0.49,316.4036865,0.353426989,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Mid-cap,ETF,Blend,Fundamentals,Quarterly
COMT,0.48,298.6273499,0.224106004,N,N,Y,BlackRock Inc,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETF,Broad Based,Not Applicable,Unknown
EWN,0.48,188.2721405,0.036430138,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
BFOR,0.66,152.3903656,0.117081203,N,N,N,SS&C Technologies Holdings Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Semi-Annually
BICK,0.64,140.4863129,0.766923438,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Fundamentals,Semi-Annually
IBDO,0.1,735.2658081,0.074351672,N,N,N,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Not Applicable,Monthly
YYY,2.02,219.817688,0.138256148,N,N,N,Exchange Traded Concepts LLC,Mixed Allocation,Conservative Allocation,Developed Market,#N/A N/A,ETF,Conservative Allocation,Multi Factor,Yearly
VTWG,0.2,293.4880066,0.088944299,N,N,N,Vanguard Group Inc/The,Equity,Growth,North America,Small-cap,ETF,Growth,Market Cap,Quarterly
SDOW,0.95,222.9368134,0.024902416,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Price,Daily
IEZ,0.43,107.4941025,0.118752498,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
CSD,0.64,131.6451721,0.148231084,N,N,N,Invesco Ltd,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Semi-Annually
VIXY,0.85,223.4979401,0.045143793,N,N,N,ProFunds Group,Specialty,Specialty,#N/A N/A,#N/A N/A,ETF,Specialty,Proprietary,Daily
INP,#N/A N/A,120.7669373,#N/A N/A,N,N,N,Barclays PLC,Equity,Blend,#N/A N/A,Large-cap,ETN,Blend,Market Cap,Not Applicable
RYU,0.4,347.2962646,0.036979201,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Equal,Quarterly
FXC,0.4,122.6148376,0.028599192,N,N,N,Invesco Ltd,Specialty,Currency,Global,#N/A N/A,ETF,Currency,Single Asset,Not Applicable
PIO,0.75,186.7455292,0.294667023,N,N,N,Invesco Ltd,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Quarterly
SGDM,0.57,152.6592255,0.457654609,N,N,N,SS&C Technologies Holdings Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Fundamentals,Quarterly
RGI,0.4,244.2976074,0.082933841,N,N,N,Invesco Ltd,Equity,Blend,North America,Large-cap,ETF,Blend,Equal,Quarterly
GRES,0.76,156.7062836,0.304525753,N,N,N,New York Life Insurance Co,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Monthly
SPYD,0.07,1611.025024,0.035235675,N,N,N,State Street Corp,Equity,Value,North America,Large-cap,ETF,Value,Equal,Semi-Annually
SCJ,0.49,140.1769104,0.103119326,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Market Cap,Quarterly
DGAZ,1.65,171.8957672,0.290807977,Y,Y,N,Credit Suisse Group AG,Commodity,Energy,#N/A N/A,#N/A N/A,ETN,Energy,Proprietary,Not Applicable
RYJ,0.81,159.0216217,0.273589062,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Other
BSCO,0.1,510.1381836,0.112160995,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Not Applicable,Monthly
PLW,0.25,106.1999359,0.129736808,N,N,N,Invesco Ltd,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Equal,Yearly
FAZ,0.95,175.1149902,0.12648702,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Monthly
IPKW,0.55,169.5126038,0.277513006,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Fundamentals,Quarterly
FMB,0.5,806.28479,0.048164105,N,N,Y,Grace Partners of DuPage LP,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Unknown,Unknown
DWAS,0.6,248.7755432,0.16750643,N,N,N,Invesco Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Equal,Quarterly
GII,0.4,334.213562,0.122546967,N,N,N,State Street Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Semi-Annually
BIZD,9.41,208.3188019,0.223141931,N,N,N,Van Eck Associates Corp,Equity,Growth,Developed Market,Broad Market,ETF,Growth,Market Cap,Quarterly
CSML,0.35,277.6660461,0.205289638,N,N,N,New York Life Insurance Co,Equity,Blend,North America,Small-cap,ETF,Blend,Equal,Yearly
QEFA,0.3,278.9292603,0.553825239,N,N,N,State Street Corp,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Multi Factor,Semi-Annually
HYGH,0.54,211.3821869,0.076751632,N,N,Y,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Not Applicable,Monthly
PXLG,0.39,238.4550476,0.182444289,N,N,N,Invesco Ltd,Equity,Growth,North America,Large-cap,ETF,Growth,Fundamentals,Yearly
ZROZ,0.15,234.4555817,0.325262582,N,N,N,Allianz SE,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Quarterly
SMD,#N/A N/A,1511.403564,#N/A N/A,N,N,N,State Street Corp,Equity,Blend,#N/A N/A,Mid-cap,ETF,Blend,Market Cap,Yearly
GIGB,0.14,444.6278076,0.087672714,N,N,N,Goldman Sachs Group Inc/The,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Multi Factor,Monthly
TOK,0.25,141.4174957,0.215428058,N,N,N,BlackRock Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
URE,0.95,143.293869,0.12639652,Y,N,N,ProFunds Group,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Daily
UDOW,0.95,458.6724854,0.029037652,Y,N,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Price,Daily
XTN,0.35,145.5415344,0.088058353,N,N,N,State Street Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
EBND,0.3,779.2594604,0.064569192,N,N,N,State Street Corp,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
RYE,0.4,158.43396,0.05062009,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Equal,Quarterly
DEF,0.59,227.0808258,0.100330707,N,N,N,Invesco Ltd,Equity,Blend,North America,Large-cap,ETF,Blend,Equal,Quarterly
NFLT,0.8,28.07000542,0.156576818,N,N,Y,Virtus Investment Partners Inc,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Not Applicable,Unknown
ENZL,0.48,165.6705627,0.322851224,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
EPHE,0.62,213.0897369,0.061351799,N,N,N,BlackRock Inc,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Market Cap,Quarterly
JO,0.45,80.14083099,0.164386704,N,N,N,Barclays PLC,Commodity,Agriculture,#N/A N/A,#N/A N/A,ETN,Agriculture,Single Asset,Not Applicable
FXA,0.4,107.7192383,0.120514809,N,N,N,Invesco Ltd,Specialty,Currency,Global,#N/A N/A,ETF,Currency,Single Asset,Not Applicable
HDGE,2.9,142.957428,0.207487367,Y,Y,Y,AdvisorShares Trust,Equity,Blend,North America,Large-cap,ETF,Blend,Proprietary,Not Applicable
VTWV,0.2,247.2720032,0.088480454,N,N,N,Vanguard Group Inc/The,Equity,Value,North America,Small-cap,ETF,Value,Market Cap,Quarterly
JXI,0.47,202.8625183,0.126993099,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
FTGC,0.95,158.6314697,0.204903225,N,N,Y,Grace Partners of DuPage LP,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETF,Broad Based,Not Applicable,Other
EPU,0.63,169.7841797,0.128991937,N,N,N,BlackRock Inc,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Quarterly
DBP,0.78,110.5474548,0.072951161,N,N,N,Invesco Ltd,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETF,Precious Metals,Multi Factor,Unknown
AGGY,0.12,643.2373047,0.069728521,N,N,N,WisdomTree Investments Inc,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Market Cap,Other
SPYX,0.2,352.1732178,0.319268549,N,N,N,State Street Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
MLN,0.24,159.3745728,0.136890675,N,N,N,Van Eck Associates Corp,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Monthly
PICB,0.5,119.8851852,0.260617531,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
SGDJ,0.57,50.75282288,0.292124324,N,N,N,SS&C Technologies Holdings Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
IBND,0.5,161.6396942,0.324968163,N,N,N,State Street Corp,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
SECT,0.65,469.2262573,0.216024824,N,N,Y,BTS Asset Management Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Not Applicable,Quarterly
FDRR,0.29,370.705658,0.173413035,N,N,N,FMR LLC,Equity,Value,North America,Broad Market,ETF,Value,Dividend,Yearly
ZIV,1.35,87.58376312,0.221407798,Y,Y,N,Credit Suisse Group AG,Specialty,Specialty,North America,#N/A N/A,ETN,Specialty,Proprietary,Not Applicable
IAK,0.43,108.7915268,0.090822251,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
RZV,0.35,170.9084625,0.239007826,N,N,N,Invesco Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Fundamentals,Yearly
GVAL,0.69,155.8689423,0.644408239,N,N,N,Cambria Investment Management,Equity,Value,Global,Large-cap,ETF,Value,Equal,Yearly
IEUS,0.4,148.4543304,0.327582665,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Market Cap,Quarterly
WDTI,#N/A N/A,217.9229584,#N/A N/A,N,N,Y,WisdomTree Investments Inc,Alternative,CTA/Managed Futures,#N/A N/A,#N/A N/A,ETF,CTA/Managed Futures,Proprietary,Not Applicable
JPEM,0.47,326.5866699,0.170663249,N,N,N,JPMorgan Chase & Co,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
HYLD,1.18,142.3877411,0.273904838,N,N,Y,Exchange Traded Concepts LLC,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Proprietary,Not Applicable
GCC,0.75,129.8746643,0.176528908,N,N,N,GreenHaven Commodity Services,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETF,Broad Based,Equal,Daily
FLEU,0.76,8.409491539,0.351110685,Y,N,N,Barclays PLC,Equity,Blend,Developed Europe,Large-cap,ETN,Blend,Market Cap,Quarterly
WBII,0.99,139.4128418,0.13124989,N,N,Y,WBI Investments Inc,Mixed Allocation,Global Allocation,#N/A N/A,#N/A N/A,ETF,Global Allocation,Not Applicable,Not Applicable
IPAY,0.75,593.8087158,0.090774131,N,N,N,ETF Managers Group LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Not Applicable,Semi-Annually
RAVI,0.25,238.2946167,0.035802591,N,N,Y,Northern Trust Corp,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Not Applicable,Unknown
AIRR,0.7,74.90768433,0.269505493,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Large-cap,ETF,Blend,Not Applicable,Quarterly
WDIV,0.4,272.7613831,0.130653731,N,N,N,State Street Corp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Dividend,Yearly
SOCL,0.65,132.7333679,0.351206738,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Semi-Annually
EQL,0.3,157.9315643,0.099600729,N,N,N,SS&C Technologies Holdings Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Equal,Unknown
USRT,0.08,1411.276978,0.054606078,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
SLX,0.56,59.69360733,0.092949139,N,N,N,Van Eck Associates Corp,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Quarterly
QQQE,0.35,219.406601,0.08661695,N,N,N,Rafferty Asset Management LLC,Equity,Growth,North America,Large-cap,ETF,Growth,Equal,Quarterly
ADRE,0.18,130.1786804,0.364762641,N,N,N,Invesco Ltd,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Market Cap,Quarterly
FCG,0.6,77.46135712,0.081428954,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
RUSL,0.95,85.71009064,0.132610636,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,Emerging Europe,Large-cap,ETF,Blend,Market Cap,Daily
USLB,0.35,128.7955475,0.207486819,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Semi-Annually
SIZE,0.15,379.1480713,0.038896408,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
FXF,0.4,154.0322113,0.098722429,N,N,N,Invesco Ltd,Specialty,Currency,Global,#N/A N/A,ETF,Currency,Single Asset,Not Applicable
CURE,0.95,158.6562042,0.095239032,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
UWM,0.95,156.3379669,0.03383307,Y,N,N,ProFunds Group,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Daily
IAI,0.43,235.7453003,0.070484097,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
ARGT,0.59,96.55401611,0.311212703,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Yearly
HFXE,0.3,8.803080559,0.248786993,N,N,N,New York Life Insurance Co,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Not Applicable,Quarterly
IHY,0.4,112.6179123,0.188247725,N,N,N,Van Eck Associates Corp,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
TWM,0.95,88.37995911,0.063409778,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Small-cap,ETF,Blend,Market Cap,Daily
EUSC,0.58,118.3291016,0.209312852,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Multi Factor,Yearly
ONEK,#N/A N/A,2411.54834,#N/A N/A,N,N,N,State Street Corp,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Yearly
IBDJ,0.1,129.1893158,#N/A N/A,N,N,N,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Not Applicable,Monthly
HYHG,0.5,127.0535812,0.3295056,N,N,N,ProFunds Group,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Proprietary,Monthly
IBMJ,0.18,280.2979736,0.081754244,N,N,N,BlackRock Inc,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Monthly
XHE,0.35,596.5866089,0.105387419,N,N,N,State Street Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
IBDP,0.1,502.1924438,0.072728031,N,N,N,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Not Applicable,Monthly
MORT,0.4,171.1510468,0.133355125,N,N,N,Van Eck Associates Corp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
YCS,0.95,48.15741348,0.134362124,Y,Y,N,ProFunds Group,Specialty,Currency,Developed Market,#N/A N/A,ETF,Currency,Single Asset,Daily
PWC,0.6,149.1845703,0.111620692,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
LOWC,0.2,71.66493988,0.247673947,N,N,N,State Street Corp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Semi-Annually
CHIQ,0.65,141.9012909,0.200549408,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Emerging Asia,Broad Market,ETF,Blend,Market Cap,Semi-Annually
DBE,0.78,71.04266357,0.114530897,N,N,N,Invesco Ltd,Commodity,Energy,#N/A N/A,#N/A N/A,ETF,Energy,Multi Factor,Yearly
KBWR,0.35,78.74209595,0.257450996,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
GUSH,0.95,220.7240906,0.167815762,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
EUM,0.95,85.8371582,0.052474096,Y,Y,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
JPHF,0.85,153.0505676,0.357125396,N,N,Y,JPMorgan Chase & Co,Alternative,Multi-Strategy,#N/A N/A,#N/A N/A,ETF,Multi-Strategy,Not Applicable,Monthly
PTH,0.6,143.6902008,0.171828798,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
QYLD,0.6,556.5858765,0.124380406,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Growth,North America,Large-cap,ETF,Growth,Multi Factor,Quarterly
